Breathing(Respiratory)/Bronchoscopy in Critical Care.pdf,https://critcare.net/1a74f8f7b8b7e871b413c4697f68b4401fbacdf0/criticalcare/Infection_and_sepsis/Sampling%20for%20CAP.pdf,False
Breathing(Respiratory)/Bronchoscopy in Critical Care.pdf,https://critcare.net/1a74f8f7b8b7e871b413c4697f68b4401fbacdf0/criticalcare/Infection_and_sepsis/Sampling%20for%20VAP%20and%20HAP.pdf,False
Breathing(Respiratory)/Bronchoscopy in Critical Care.pdf,https://www.fda.gov/medical-devices/safety-communications/flexible-bronchoscopes-and-updated-recommendations-reprocessing-fda-safety-communication,False
Breathing(Respiratory)/Bronchoscopy in Critical Care.pdf,https://www.fda.gov/medical-devices/safety-communications/flexible-bronchoscopes-and-updated-recommendations-reprocessing-fda-safety-communication,False
Breathing(Respiratory)/Bronchoscopy in Critical Care.pdf,https://www.fda.gov/medical-devices/safety-communications/flexible-bronchoscopes-and-updated-recommendations-reprocessing-fda-safety-communication   11. Ofstead,False
Breathing(Respiratory)/Equipment/APRV.pdf,https://www.aprvnetwork.org/. Accessed April 2020 Critical Care Guidelines  FOR CRITICAL CARE USE ONLY  APRV (Airway Pressure Release Ventilation) Guideline Appendix   Auto-release  Auto-release sets the expiratory time to a desired percentage of peak expiratory flow,False
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://www.draeger.com/Library/Content/HI-flow-star-quick-guide-PDF-8945-en-uk-1806-1.pdf,False
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://www.draeger.com/Library/Content/HI-flow-star-quick-guide-PDF-8945-en-uk-1806-1.pdf,False
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://resources.fphcare.com/resources/corporate/media/resources/resources/ui-185047970-a.pdf,True
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://resources.fphcare.com/resources/corporate/media/resources/resources/ui-185047970-a.pdf,True
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://www.draeger.com/en_me/Hospital/High -Flow -Therapy                      Title:    High -flow oxygen therapy through Draeger ventilator    Authors: F Norberto  Status Draft/Final: Final  Approved by: QIT editorial group   Written:    Reviewed on:  October 2,False
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://www.draeger.com/Library/Content/HI -flow-star-quick -guide -PDF -8945 -en-uk-1806 -1.pdf,False
Breathing(Respiratory)/Equipment/HFNO through ventilator.pdf,https://www.draeger.com/Library/Content/HI -flow-star-quick -guide -PDF-8945 -en-uk-1806 -1.pdf,False
Breathing(Respiratory)/Equipment/NIV through Drager Vent Set up in Critical Care.pdf,https://www.draeger.com/en-us_us/Hospital/Ventilators,False
Breathing(Respiratory)/Equipment/NIV through Drager Vent Set up in Critical Care.pdf,https://www.draeger.com/en-us_us/Hospital/Ventilators   2-,False
Breathing(Respiratory)/Manual Ventilation and MHI.pdf,http://www.eastlondon.nhs.uk/About-Us/Freedom-of-Information/Trust-Policies-and-Procedure/Community-Health-Newham-Policy/Clinic al/Guidance-For-Manual-Hyper-Inflation ] (accessed 09/09/2014)  Hodgson,False
Breathing(Respiratory)/Manual Ventilation and MHI.pdf,https://www.google.co.uk/url?url=,True
Breathing(Respiratory)/Manual Ventilation and MHI.pdf,http://ccforum.com/content/16/4/R145](accessed10/10/2014)  Redfern,False
Breathing(Respiratory)/Proning Guideline.pdf,https://www.ficm.ac.uk/sites/default/files/prone_position_in_adult_critical_care_2019.pdf,False
Breathing(Respiratory)/Proning Guideline.pdf,https://www.ics.ac.uk/ICS/ICS/Pdfs/Prone_Position_Guidance_in_Adult_Critical_Care.asp,True
Cardiovascular/Air Embolism_em.pdf,https://www.ics.ac.uk/ICS/ICS/GuidelinesAndStandards/ICSGuidelines.asp,True
Cardiovascular/Cardiac Output Monitoring_pub .pdf,https://edwardsprod.blob.core.windows.net/media/Gb/devices/monitoring/hemodynamic%20monitoring/ar07457-flotrac_ev1000_setupguide_1251alrip.pd f   Setup Video link:,False
Cardiovascular/Cardiac Output Monitoring_pub .pdf,https://edwardsprod.blob.core.windows.net/media/Gb/devices/monitoring/hemodynamic%20monitoring/ar07460.pdf,True
Cardiovascular/Cardiac Output Monitoring_pub .pdf,https://educationgb.edwards.com/hemosphere-advanced-monitor-setup/99553#,True
Cardiovascular/Cardiogenic Shock.pdf,https://hospital.nhsgoldenjubilee.co.uk/a-z-services/scottish-national-advanced-heart-failure-service/snahfs-referrals   Indications for Urgent Inpatient Referral   In the absence of contraindications for cardiac transplantation,False
Cardiovascular/EZ-IO Intraosseus Access Device_pub_em.pdf,http://www.brainshark.com/vidacare/vu?pi=zIyz18nGxe,True
Cardiovascular/GJNH Acute Heart Failure Referral Form.pdf,https://www.nhsgoldenjubilee.co.uk/our-services/scottish-national-advanced-heart-failure-service/,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,http://www.ukcpa.net/groups/critical-care/documents/?category=71,True
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/10831/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/10155/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/9165/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/3322/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/6710/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,https://www.medicines.org.uk/emc/product/6710/smpc,False
Cardiovascular/Management of Acute Type B Aortic Dissection Guideline.pdf,http://www.ukcpa.net/groups/critical-care/documents/?category=713.Labetalol5mg/mlsolutionforinjection/,True
Cardiovascular/Management of hypertension within Critical Care.pdf,http://intranet.lothian.scot.nhs.uk/Directory/CriticalCare/Critical%20Care%20Guidelines/Drugs%20and%20fluids/Hydralazine.pdf,False
Cardiovascular/Management of hypertension within Critical Care.pdf,https://www.nice.org.uk/guidance/ng136/resources/visual-summary-pdf-6899919517.August,False
Cardiovascular/Management of hypertension within Critical Care.pdf,https://www.nice.org.uk/guidance/ng136/resources/visual-summary-pd f-6899919517.August  2019.  ID: MoRHv1.20160104 Authors: M Cromarty,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,http://intranet.lothian.scot.nhs.uk/Directory/Neurophysiology/PublishingImages/PAEDS%20EEG%20REQUEST%20FORM%20RHSC%202020.doc,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,http://intranet.lothian.scot.nhs.uk/Directory/Neurophysiology/PublishingImages/PAEDS%20EEG%20REQUEST%20FORM%20RHSC%202020.doc,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,https://www.nejm.org/doi/full/10.1056/NEJMoa2101909,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,https://www.nejm.org/doi/full/10.1056/NEJMoa2100591,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,https://www.nejm.org/doi/full/10.1056/NEJMoa2115998,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,http://intranet.lothian.scot.nhs.uk/Directory/Neurophysiology/PublishingImages/ PAEDS%20EEG%20REQUEST%20FORM%20RHSC%202020.doc,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,https://www.nejm.org/doi/full/10.1056/NEJMoa2101909  - In patients without ST elevation following OOHCA,False
Cardiovascular/Out of Hospital Cardiac Arrest_pub.pdf,https://www.nejm.org/doi/full/10.1056/NEJMoa2115998  - In patients with abnormal EEGs following OOHCA,False
Cardiovascular/Pulmonary_Embolism_and_DVT/Care pathway for Catheter Directed Thrombolysis (CDT) of Iliofemoral deep vein thrombosis (DVT).pdf,http://intranet.lothian.scot.nhs.uk/NHSLothian/Healthcare/A-Z/CriticalCare/DrugsA-Z/,False
Cardiovascular/Pulmonary_Embolism_and_DVT/Care pathway for Catheter Directed Thrombolysis (CDT) of Iliofemoral deep vein thrombosis (DVT).pdf,http://intranet.lothian.scot.nhs.uk/NHSLothian/Healthcare/A-Z/EmergencyDepartment-RIE/Pharmacology/Heparin Infu sionChart.pdf,False
Covid-19/COVID 19 Haematology/Treatment of venous thromboembolism in COVID-19 patients.pdf,http://intranet.lothian.scot.nhs.uk/Pages/Search-Results.aspx?k=creatinine%20clearance%20calculator,False
Covid-19/COVID 19 Haematology/Treatment of venous thromboembolism in COVID-19 patients.pdf,http://intranet.lothian.scot.nhs.uk/Pages/Search-Results.asp,False
Covid-19/COVID 19 Referral for ECMO.pdf,https://www.signpost.healthcare/ecmo-referral- pathway ). All referrals through this portal will be directed to and managed by the ECMO team in Aberdeen. Current criteria for referral are attached below.  If there are any problems using the portal or if you wou ld like to discu,False
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.scot.nhs.uk/,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.scot.nhs.uk/,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.hps.scot.nhs.uk/scottish-covid-19-infection-prevention-and-control-addendum-for-acute-settings/#a2702,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.hps.scot.nhs.uk/scottish-covid-19-infection-prevention-and-control-addendum-for-acute-settings/#a2702,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.hps.scot.nhs.uk/scottish-covid-19-infection-prevention-and-control-addendum-for-acute-settings/#a2706,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,https://www.gov.scot/publications/coronavirus-covid-19-interim-guidance-on-the-extended-use-of-face-masks-in-hospitals-and-care-homes/,False
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,https://www.google.co.uk/url?sa=i&url=https://prefaceplast.en.made-in-china.com/product/pKLxkjePbvRz/China-PPE-Disposable-Gowns-PPE-Disposable-Apron.html&psig=AOvVaw3w15gVONmg8VVad58AB76W&ust=1590501961490000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCKj_hdqXz-kCFQAAAAAdAAAAABAD,True
Covid-19/NHS Scotland Critical Care PPE FAQs.pdf,http://www.nipcm.hps.scot.nhs.uk/scottish-covid-19-infection-prevention-and-control-addendum-for-acute-settings/#5.6.1,True
Covid-19/RIE/RIE Near Me Guidance.pdf,https://nhs.attendanywhere.com/login,False
Covid-19/RIE/RIE Near Me Guidance.pdf,https://nhsattend.vc/rcc,False
Covid-19/RIE/RIE Near Me Guidance.pdf,http://nhslothian.scot.nhs.uk,True
Covid-19/RIE/RIE Near Me Guidance.pdf,https://nhs.attendanywhere.com/loginand sign in using username and password4. Ask patients family to go to,False
Covid-19/WGH/WGH COVID Ventilation using Aisys CS2/Aisys CS2 Ventilation settings.pdf,https://www.google.co.uk/url?sa=i&url=https://www.anandic.com/en/products---solutions/anesthesia-ventilation/aisys-cs2&psig=AOvVaw1XnEq8vtCXVuwMXdn8DsAi&ust=1584968863730000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCLj5sK6TrugCFQAAAAAdAAAAABAD,True
Covid-19/WGH/WGH COVID Ventilation using Aisys CS2/WGH COVID Ventilation using GE Aisys CS2.pdf,https://cleaning.gehealthcare.com/,True
Covid-19/videos/Donning and Doffing Video.pdf,https://www.gov.uk/government/publications/covid -19-personal -protective -equipment -use-for-aerosol -generating -procedures                                    PHE HPS Donning and Doffing PPE video   Authors:  G McNeill  Status Draft/Final: Draft  Approve,False
Delirium/Learning Disabled liaison team leaflet.pdf,mailto:martha.knox@nhslothian.scot.nhs.uk,False
Delirium/Learning Disabled liaison team leaflet.pdf,mailto:rachel.brannan@nhslothian.scot.nhs.uk,False
Delirium/Learning Disabled liaison team leaflet.pdf,mailto:susan.scotland@nhslothian.scot.nhs.uk,False
Delirium/Learning Disabled liaison team leaflet.pdf,mailto:blair.thomson@nhslothian.scot.nhs.uk,False
Delirium/Violence and Agression.pdf,https://scottish.sharepoint.com/:b:/s/CriticalCareVAWorkingGroup/EW2JBwglpt9Cngcn9Q7ys9IBqCeaLwhGjCSjZqk5Coq2iA?e=e0vcgF,False
Delirium/Violence and Agression.pdf,mailto:PeerSupport@nhslothian.scot.nhs.uk,False
Delirium/Violence and Agression.pdf,mailto:stafflistening@nhslothian.scot.nhs.uk,False
Delirium/Violence and Agression.pdf,mailto:OHSCS@nhslothian.scot.nhs.uk,False
Drugs/Alteplase for massive PE.pdf,https://www.medicines.org.uk/emc/product/10361/smpc,False
Drugs/Alteplase for massive PE.pdf,https://www.medicines.org.uk/emc/product/10361/smpc,False
Drugs/Alteplase for massive PE.pdf,https://www.medicines.org.uk/emc/product/898/smpc,False
Drugs/Alteplase for massive PE.pdf,http://www.uptodate.com/,True
Drugs/Alteplase for massive PE.pdf,https://www.medicines.org.uk/emc/product/898/smpc   2. Anti – Thrombotic Guide. Version 4.0. Lothian University Hospitals D ivision. October 2018. 3. Venous Thromboembolic Disease: The management of venous thrombo embolic diseases and the role of thrombophilia testing. NICE clinical guidelin,False
Drugs/Antibiotic doses in CVVHD.pdf,http://www.renaldrugdatabase.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.thecochranelibrary.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.thecochranelibrary.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.thecochranelibrary.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.thecochranelibrary.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.thecochranelibrary.com/,True
Drugs/Dosing in extremes of body weight.pdf,http://www.rxabbott.com/pdf/biapi.pdf,True
Drugs/Dosing in extremes of body weight.pdf,http://clinicaltrials.gov/ct2/show/record/NCT01517815  accessed 11th April 2013.  UKCPA:  Drug Dosing in Extremes  of Body Weight in critically ill patients     1st  Edition (v1.0)September  2013  N.B. Information  provided does not provide a substitute  for clinical judgement. No liabili,False
Drugs/Epoprostenol.pdf,http://www.medicines.org.uk/,True
Drugs/Octreotide.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Octreotide.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Octreotide.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Octreotide.pdf,https://www.medicines.org.uk/emc/product/373/smpc,False
Drugs/Octreotide.pdf,https://www.medicines.org.uk/emc/product/373/smpc,False
Drugs/Phosphate.pdf,https://www.google.com/url?sa=i&url=https://twitter.com/nhs_lothian&psig=AOvVaw2sh253PbYR_g35SCeLSB3M&ust=1588409758731000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCNCV0s2lkukCFQAAAAAdAAAAABAE,True
Drugs/Phosphate.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Phosphate.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Phosphate.pdf,https://www.medicines.org.uk/emc/product/3572/smpc#gref,False
Drugs/Phosphate.pdf,https://www.medusaimg.nhs.uk/IVGuideDisplay.asp,True
Drugs/Phosphate.pdf,https://www.medicines.org.uk/emc/product/3572/smpc#grefLastupdatedonemc,False
Drugs/Thiopentone.pdf,https://www.medicines.org.uk/emc/product/665/smpc#gref,False
Drugs/Thiopentone.pdf,https://www.medicines.org.uk/emc/product/665/smpc#grefLastupdated20/12/2023. 2. Legriel S. Bedos J.P and Azoulay E.  Managing Critically Ill Patients w ith Status Epilepticus. Yearbook of Intensive Care and Emergency Medicine 2008. Edited by J.L.Vincent. 3. H Meierkord et al. 2010. EFNS Guideline on the management of,False
Drugs/Vancomycin Continuous Infusion Fluid Restricted.pdf,https://critcare.net/1a74f8f7b8b7e871b413c4697f68b4401fbacdf0/criticalcare/Drugs/vancomycin.pdf,False
Drugs/Vancomycin Continuous Infusion Fluid Restricted.pdf,https://www.medicines.org.uk/emc/product/8759/smpc#gref,False
Drugs/Vancomycin Continuous Infusion Fluid Restricted.pdf,https://www.medicines.org.uk/emc/product/8759/smpc#gref:Accessed28/07/2023 2. NHS Lothian IV Guide,False
Drugs/adrenaline.pdf,https://medusa.wales.nhs.uk/IVGuideDisplay.asp,True
Drugs/alfentanil.pdf,http://www.emc.medicines.org.uk/,False
Drugs/alfentanil.pdf,https://www.medicinescomplete.com/#/content/critical/65?hspl=alfentanil,True
Drugs/alfentanil.pdf,http://www.medusa.wales.nhs.uk/,True
Drugs/amiodarone.pdf,https://www.medicines.org.uk/emc/product/3940/smpcon08/05/23.Lastrevised20/01/23.  2. Summary of Product Characteristics – Cordarone X 150mg /3ml Solution for Injection. Accessed via,False
Drugs/amiodarone.pdf,https://medusa.wales.nhs.uk/docs/2020-05-11-%20ICS%20Guidance%20-%20Standard%20Concentrations%20List%20FINAL.pdf,True
Drugs/atracurium.pdf,https://www.medicines.org.uk/emc/product/3785/smpc,False
Drugs/atracurium.pdf,https://medusa.wales.nhs.uk/IVGuideDisplay.asp?DrugNo=3733,True
Drugs/atracurium.pdf,http://www.bnf.nice.org.uk/,False
